subject_id,session_id,domain,position,word,language_type,rt_ms,x,y
73233,7qcl9kAGwA6XevJ63fN5,animals,1,sher,Hindi/Hinglish,8379.9,0.5705489963953674,0.36109099686217716
73233,7qcl9kAGwA6XevJ63fN5,animals,2,cheetah,English,1772.7,0.6571226243013033,0.35336712527154235
73233,7qcl9kAGwA6XevJ63fN5,animals,3,gaay,Hindi/Hinglish,6404.6,0.24106077313634428,0.33598841419261405
73233,7qcl9kAGwA6XevJ63fN5,animals,4,bhes,Hindi/Hinglish,7210.9,0.2423994683363807,0.2741974414675356
73233,7qcl9kAGwA6XevJ63fN5,animals,5,kutta,Hindi/Hinglish,7229.4,0.34809686539634294,0.34178131788559013
73233,7qcl9kAGwA6XevJ63fN5,animals,6,billi,Hindi/Hinglish,1505.7,0.40565850301597256,0.3379193820902727
73233,7qcl9kAGwA6XevJ63fN5,animals,7,bakri,Hindi/Hinglish,4521.1,0.24073695764389674,0.4209510016895969
73233,7qcl9kAGwA6XevJ63fN5,animals,8,ghoda,Hindi/Hinglish,2428.4,0.30305782166277634,0.42481293748491433
73233,7qcl9kAGwA6XevJ63fN5,animals,9,gadha,Hindi/Hinglish,2437.9,0.297915343270255,0.4866039102099928
73233,7qcl9kAGwA6XevJ63fN5,animals,10,oont,Hindi/Hinglish,1960.1,0.18231012685619727,0.34371228578324886
73233,7qcl9kAGwA6XevJ63fN5,animals,11,bhed,Hindi/Hinglish,1530.7,0.18287587827473978,0.4228819695872556
73233,7qcl9kAGwA6XevJ63fN5,animals,12,bhediya,Hindi/Hinglish,3079.6,0.6007447128083307,0.4402606806661839
73233,7qcl9kAGwA6XevJ63fN5,animals,13,suar,Hindi/Hinglish,1566.4,0.18396991664293524,0.2664735698769008
73233,7qcl9kAGwA6XevJ63fN5,animals,14,baagh,Hindi/Hinglish,4522.7,0.579994678059567,0.30123099203475745
73233,7qcl9kAGwA6XevJ63fN5,animals,15,hiran,Hindi/Hinglish,2979.9,0.3098995774774689,0.2741974414675356
73233,7qcl9kAGwA6XevJ63fN5,animals,16,lomdi,Hindi/Hinglish,1879.9,0.5159593435935946,0.3050929278300748
73233,7qcl9kAGwA6XevJ63fN5,body-parts,1,haath,Hindi/Hinglish,10333.8,0.3504658556222813,0.47501810282404056
73233,7qcl9kAGwA6XevJ63fN5,body-parts,2,pair,English,3012.4,0.42826660632592906,0.7530774800868936
73233,7qcl9kAGwA6XevJ63fN5,body-parts,3,aanhkein,Hindi/Hinglish,3173.8,0.4118741993167174,0.17185614289162443
73233,7qcl9kAGwA6XevJ63fN5,body-parts,4,muh,Hindi/Hinglish,1713.1,0.43016814835113837,0.3031619599324161
73233,7qcl9kAGwA6XevJ63fN5,body-parts,5,ungliyan,Hindi/Hinglish,6197.3,0.2762604459138766,0.48081100651701664
73233,7qcl9kAGwA6XevJ63fN5,body-parts,6,sir,Hindi/Hinglish,2838.2,0.431030702149732,0.10234129857591118
73233,7qcl9kAGwA6XevJ63fN5,body-parts,7,baal,Hindi/Hinglish,1295.4,0.4301075641710388,0.038619357953174026
73233,7qcl9kAGwA6XevJ63fN5,body-parts,8,naak,Hindi/Hinglish,2420.7,0.4287817228821792,0.23171614771904417
73233,7qcl9kAGwA6XevJ63fN5,body-parts,9,kaan,Hindi/Hinglish,1115.7,0.30318888804622446,0.2877142167511465
73233,7qcl9kAGwA6XevJ63fN5,body-parts,10,daant,Hindi/Hinglish,4413.9,0.46596194849028727,0.3630219647598359
73233,7qcl9kAGwA6XevJ63fN5,body-parts,11,jeebh,Hindi/Hinglish,2679.5,0.40325364321360074,0.36495293265749457
73233,7qcl9kAGwA6XevJ63fN5,body-parts,12,gaal,Hindi/Hinglish,3920.6,0.37208167498216577,0.2915761525464639
73233,7qcl9kAGwA6XevJ63fN5,body-parts,13,gardan,Hindi/Hinglish,3483.7,0.4300112361796418,0.4402606806661839
73233,7qcl9kAGwA6XevJ63fN5,body-parts,14,pet,Hindi/Hinglish,3300.9,0.429443295662571,0.5445329471397538
73233,7qcl9kAGwA6XevJ63fN5,body-parts,15,peeth,Hindi/Hinglish,1560.1,0.43246360360489505,0.6005310161718561
73233,7qcl9kAGwA6XevJ63fN5,body-parts,16,ghutna,Hindi/Hinglish,5201.3,0.416114519231704,0.6739077962828868
83682,Bq4b2GF0lZnMxvhrIQvT,animals,1,kutta,Hindi/Hinglish,7424.1,0.8582939611927234,0.4580683794804528
83682,Bq4b2GF0lZnMxvhrIQvT,animals,2,billi,Hindi/Hinglish,2465.2,0.707619333934596,0.14599788987424792
83682,Bq4b2GF0lZnMxvhrIQvT,animals,3,chuuha,Hindi/Hinglish,8708.4,0.564206131294107,0.23542159742222477
